axis    vel     acc 	dec 	jerk    kp	kd	ki	kvff    kaff	kout	il	ol	bias	error limit
pan     300.0	300.0	300.0	0.0     400	400	50	0	0	65535	1000	32767	0	150
tilt    300.0   300.0   300.0   0.0     400	400	50	0	0	65535	1000	32767	0	100
# entries	# rates	rates	description
15791	1 10	Berkeley
99.75	13	-0.79
99.75	12.98	-0.7
99.45	13.15	-0.56
99.61	13.13	-0.42
99.61	13.15	-0.35
100.42	13.3	-0.28
100.82	12.98	-0.34
100.82	12.71	-0.26
101.49	12.47	-0.23
102.4	12.3	-0.16
102.4	12.34	0
103.12	12.22	0.36
102.94	12.07	0.69
102.94	11.85	0.84
102.27	11.59	0.79
102.27	11.61	0.74
101.49	11.64	0.68
101.49	11.66	0.61
101.49	11.43	0.57
101.49	11.35	0.46
101.49	11.37	0.53
101.17	11.24	0.65
100.84	11.3	0.71
100.84	11.71	0.72
100.61	12.06	0.73
100.33	12.37	0.67
100.33	12.52	0.61
101.1	12.35	0.57
101.39	12.23	0.63
101.39	12.36	0.72
102.29	12.14	0.77
102.95	12.2	0.87
102.95	12.29	1.06
103.2	12.32	1.1
103.2	12.22	1.08
103.26	12.32	1.13
102.85	12.37	1.22
102.85	12.57	1.32
102.33	12.71	1.44
102.32	12.83	1.31
102.32	13.04	1.16
103.11	13.15	1.09
103.32	13.08	0.97
103.32	13.04	0.89
103.34	13.11	0.87
103.34	13.33	0.78
103.34	13.48	0.6
103.34	13.57	0.62
103.82	13.55	0.67
103.82	13.42	0.88
103.4	13.12	1.13
103.7	12.96	1.24
103.7	12.99	1.15
103.59	13.13	1.04
103.59	13.17	0.87
103.1	13.08	0.91
103.28	13.04	0.89
103.28	12.98	1.01
103.44	12.96	1.05
102.52	12.88	1.04
102.52	12.99	0.79
102.48	13.23	0.51
102.86	13.36	0.33
102.86	13.58	0.39
103.42	13.56	0.56
103.42	13.14	0.7
104.17	12.83	0.85
104.25	12.8	0.81
104.25	12.88	0.71
104.09	13.16	0.69
103.99	13.22	0.72
103.99	13.06	0.77
103.99	13.28	0.7
103.99	13.19	0.67
103.99	12.9	0.76
103.99	12.71	0.84
103.77	12.53	1.04
103.4	12.68	1.01
103.4	12.77	0.86
103.67	12.9	0.65
103.9	13.15	0.56
103.9	13.1	0.55
104.3	13.25	0.4
104.85	13.41	0.22
104.85	13.33	0.08
105.07	13.32	0.08
105.07	13.43	0.03
105.63	13.56	0.13
105.45	13.54	0.32
105.45	13.58	0.4
104.98	13.55	0.29
104.68	13.62	0.27
104.1	13.74	0.13
104.1	13.74	0.02
103.93	13.39	0
104.51	13.26	-0.13
104.51	13.2	-0.26
104.77	13.17	-0.26
104.77	13.5	-0.17
104.77	13.88	-0.03
104.64	13.81	-0.01
104.64	13.58	-0.03
104.24	13.25	-0.16
104.24	13.47	-0.29
104.56	13.73	-0.31
105.5	14.01	-0.15
105.5	13.87	-0.03
106.26	13.9	0
106.26	13.78	-0.07
106.75	13.75	-0.04
106.54	13.89	-0.23
106.54	14.22	-0.49
106.43	14.36	-0.77
106.43	14.29	-0.94
106.95	14.1	-1.06
107.58	13.81	-0.92
107.58	13.48	-0.69
107.58	13.05	-0.65
107.82	12.9	-0.58
106.48	12.66	-0.52
106.48	12.22	-0.62
105.03	11.92	-0.95
103.18	11.61	-1.2
103.18	11.31	-1.37
103.18	11.29	-1.49
103.18	11.64	-1.58
103.18	11.82	-1.47
103.18	11.55	-1.38
107.51	11.14	-1.41
107.68	10.86	-1.48
107.68	10.8	-1.28
107.2	10.48	-1
107.2	10.25	-0.76
106.93	10.22	-0.8
105.17	10.27	-0.97
105.17	10.24	-1.15
105.19	10.29	-1.3
105.19	10.54	-1.29
105.75	10.88	-1.36
106.38	11.16	-1.3
106.42	11.13	-1.08
106.42	10.73	-1
105.25	10.42	-1.05
105.25	10.16	-1.34
105.19	10.15	-1.56
104.57	10.19	-1.66
104.57	10.18	-1.68
104.27	9.84	-1.69
105.35	9.65	-1.71
105.35	9.82	-1.83
105.35	10.02	-1.79
105.35	10.08	-1.51
105.32	9.64	-1.38
104.04	9.34	-1.4
104.04	9.12	-1.56
103.09	9	-1.65
103.09	9.2	-1.54
102.81	9.37	-1.28
102.62	9.53	-1.1
102.62	9.65	-1.05
102.19	9.69	-1.24
102.16	9.61	-1.33
102.38	9.71	-1.23
102.38	9.77	-0.85
102.24	9.84	-0.4
102.24	9.78	-0.18
100.85	9.82	-0.16
99.39	9.68	-0.22
99.39	9.83	-0.31
97.99	10.04	-0.41
97.69	10.55	-0.42
97.69	11.06	-0.29
97.46	11.26	-0.24
96.95	11.3	-0.1
96.95	11.14	-0.05
95.71	11.15	-0.08
95.71	11.07	-0.28
95.71	11.53	-0.49
95.71	11.89	-0.44
95.71	12.26	-0.41
95.82	12.33	-0.48
97.03	12.48	-0.32
97.03	12.84	-0.25
97.44	13.04	-0.18
97.44	13.29	-0.16
98.22	13.47	-0.13
98.83	13.79	0.03
98.83	14.1	0.34
99.22	14.23	0.64
98.01	14.25	0.79
98.21	14.4	0.67
98.21	14.6	0.36
97.64	14.76	0.24
97.64	14.92	0.14
98.8	15.16	0.05
100.75	15.53	0
100.75	15.49	0.14
100.63	15.14	0.36
100.63	14.52	0.4
100.59	14.22	0.32
100.19	14.08	0.24
100.19	14.19	0.32
99.61	14.27	0.4
99.61	14.73	0.38
99.61	15.01	0.53
99.61	15.35	0.67
100.21	15.34	0.8
99.23	15.08	0.7
99.23	14.68	0.45
99.2	14.45	0.35
99.72	14.33	0.11
99.72	14.45	0.24
99.54	14.31	0.5
98.13	13.26	0.18
98.13	12.55	-0.39
97.85	12.55	-0.7
98.52	12.46	-0.91
98.52	12.36	-0.86
99.68	12.27	-0.62
99.94	12.09	-0.45
99.94	11.42	-0.19
99.36	10.97	-0.16
98.94	10.7	-0.5
98.94	11.21	-0.54
99.87	11.68	-0.28
99.87	11.71	-0.07
98.79	11.57	-0.14
99.15	11.46	-0.35
99.15	11.94	-0.44
99.15	12.6	-0.2
99.15	12.71	-0.03
99.15	12.43	0.03
99.15	12.43	0.23
100.64	12.67	0.5
100.64	13.19	0.93
100.75	13.18	1.08
100.6	13.17	0.93
100.26	13.1	0.81
101.07	13.12	0.74
101.07	13.29	0.82
101.43	13.48	0.85
101.43	13.55	1.09
102.57	13.47	1.15
103.7	13.21	1.26
103.7	13.41	1.37
105.27	13.5	1.58
105.27	13.27	1.6
105.64	12.75	1.95
105.67	12.04	2.37
105.67	12.09	2.2
105.29	11.95	1.69
104.81	11.52	1.29
104.81	11.27	1.24
106.37	11.46	1.36
106.37	11.65	1.31
108.84	11.64	1.21
108.84	11.62	1.21
108.84	11.39	1.22
108.84	11.18	1.34
111.49	11.04	1.41
111.44	11.09	1.4
110.72	11.18	1.45
110.72	11.36	1.48
109.59	11.26	1.27
109.59	11.08	1.13
108.83	10.93	0.95
108.93	10.78	0.75
108.93	10.45	0.6
109.82	10.11	0.54
109.82	10.14	0.68
110.83	10	0.76
110.73	9.81	0.7
110.23	9.65	0.73
110.23	9.44	0.74
108.43	9.18	0.47
108.43	9.11	0.11
107.06	9.24	-0.42
106.3	9.47	-0.65
106.3	9.66	-0.67
106.24	9.59	-0.87
106.96	9.49	-1.18
106.96	9.61	-1.14
106.96	9.73	-1.06
106.96	10.01	-0.94
106.96	10.07	-0.75
106.96	9.9	-0.71
106.18	9.72	-0.77
104.11	9.65	-0.85
102.68	9.98	-1.13
102.68	10.36	-1.12
101.35	10.7	-1.01
101.35	10.67	-0.96
99.89	10.92	-0.95
98.62	11.34	-1.14
97.64	11.79	-1.24
97.64	12.22	-1.37
96.89	12.93	-1.67
96.79	13.51	-1.86
97.14	14	-1.78
97.14	14.35	-1.72
97.15	14.6	-1.58
97.15	14.44	-1.55
97.68	14.85	-1.59
96.96	15.25	-1.64
97.01	15.81	-1.67
97.01	16.2	-1.74
95.39	16.41	-1.77
95.52	16.38	-1.81
95.52	16.56	-1.97
95.52	16.78	-2.05
95.52	16.88	-2.06
96.1	17.09	-2.05
96.1	17.14	-1.94
96.77	17.45	-1.72
96.77	17.42	-1.62
97.93	17.27	-1.61
98.81	17.19	-1.43
98.81	17.11	-1.19
98.67	17.17	-1.16
98.67	17.43	-1.45
99.34	17.58	-1.82
100.47	17.46	-1.85
100.47	17.21	-1.46
101.25	16.97	-0.98
101.25	16.66	-0.6
100.71	16.14	-0.47
99.32	15.64	-0.4
98.38	15.12	-0.54
98.38	14.93	-0.71
97.43	14.83	-0.82
97.43	14.82	-1.06
97.91	15.08	-1.32
98.8	15.22	-1.64
98.8	15.38	-1.73
101.01	15.21	-1.41
101.01	14.83	-0.92
101.01	14.38	-0.51
101.01	13.92	-0.33
101.01	13.43	-0.52
100.11	13.34	-0.84
100.38	13.46	-1.27
100.38	13.42	-1.4
101.09	12.83	-1.19
101.09	12.46	-0.99
101.53	12.27	-0.8
101.35	12.15	-0.51
101.35	12.15	-0.23
100.77	12.24	-0.24
99.63	12.09	-0.38
99.63	12.13	-0.53
99.21	11.83	-0.55
99.34	11.88	-0.51
99.34	11.67	-0.33
99.33	12.11	-0.29
99.33	12.06	-0.43
99.3	12.16	-0.41
99.31	12.07	-0.33
99.31	11.81	-0.19
99.18	11.57	-0.23
98.67	11.38	-0.28
98.78	11.12	-0.18
98.78	11.22	-0.01
98.78	11.42	0.04
98.78	11.77	0.15
97.69	11.84	0.38
97.69	11.84	0.44
98.15	11.77	0.53
97.98	11.63	0.55
97.98	11.77	0.44
98.19	12.25	0.37
97.93	12.53	0.37
97.93	12.42	0.51
98.27	12.57	0.65
98.33	12.58	0.83
98.33	12.34	1.02
97.97	12.41	1.04
97.97	12.67	1.22
98.42	12.77	1.27
98	13.11	1.02
98	13.07	0.74
99	13.46	0.91
99.61	13.67	1.28
99.61	13.84	1.59
99.95	13.86	1.96
99.95	14.17	2.32
98.93	13.87	3.07
95.84	13.51	3.38
95.84	13.11	3.4
95.01	13.14	3.19
95.01	13.75	2.66
95.01	14.37	2.27
95.01	14.81	1.92
95.01	14.54	1.8
98.75	13.43	2.02
98.75	12.78	2.04
101.78	12.54	1.94
103.03	12.74	2
103.03	13.22	2.22
104.33	13.79	2.47
104.13	13.96	2.71
104.13	14.13	2.78
103.59	13.83	2.72
102.59	13.61	2.67
102.59	13.69	2.7
102.93	14.11	2.67
102.93	14.24	2.6
103.21	14.42	2.48
103.6	14.51	2.23
103.6	14.33	2.08
104.79	14.11	2.07
104.79	14.07	2.06
105.54	13.92	1.97
106.27	14.02	1.97
106.27	14.1	1.96
106.91	14.13	1.75
106.91	13.99	1.44
107.75	13.54	1.31
107.75	13.3	1.33
107.75	13.06	1.41
109.47	12.99	1.57
109.47	12.93	1.64
109.58	13.06	1.42
109.58	13.2	1.18
109.54	13.28	1.12
109.54	13.37	1.07
110.22	13.5	1.01
109.99	13.2	0.85
109.99	12.9	0.65
110.13	12.62	0.69
110.13	12.55	0.73
110.75	12.7	0.6
110.77	12.54	0.29
110.77	12.36	0.07
110.65	12.28	-0.01
110.65	12.07	0.1
111	11.59	0
111.11	11.41	0.07
111.11	11.19	0
111.25	11.16	-0.12
111.25	11.15	-0.05
110.96	10.94	-0.02
110.75	10.76	-0.2
110.75	10.71	-0.31
110.75	10.86	-0.34
110.75	10.72	-0.45
110.75	10.26	-0.56
110.75	9.97	-0.59
109.39	9.79	-0.69
109.39	9.37	-0.92
109.26	9.25	-1.05
109.32	9.28	-1.1
109.33	9.15	-1.02
109.33	8.92	-0.96
107.34	8.65	-0.97
107.34	8.85	-1.23
106.56	9.18	-1.75
105.64	9.13	-2.3
105.64	8.56	-2.87
105.74	8.19	-3.01
106.46	8.08	-2.76
106.46	7.85	-2.52
108.26	7.89	-2.24
108.26	8.28	-1.84
108.22	8.6	-1.5
106.19	8.64	-1.42
104.35	8.53	-1.4
104.35	8.55	-1.22
101.98	8.51	-1.17
100.88	8.73	-1.36
100.88	9.09	-1.75
100.88	9.4	-1.62
100.88	9.83	-1.25
100.88	10.27	-1.08
101.41	10.36	-1.04
101.41	10.44	-1.03
101.55	10.56	-1.05
100.43	10.43	-0.99
99.78	10.41	-0.9
99.78	10.56	-0.78
99.28	10.84	-0.8
99.28	11.31	-0.59
98.11	11.5	-0.3
97.06	11.2	-0.24
97.06	10.64	-0.26
95.09	10.53	-0.36
95.09	11.07	-0.41
94.98	11.71	-0.4
94.28	11.9	-0.26
94.62	12.11	-0.15
94.62	12.25	-0.07
94.76	12.55	-0.16
95.31	12.79	-0.28
95.31	13.03	-0.31
95.68	13.07	-0.37
95.68	13.36	-0.42
96.15	13.85	-0.27
96.15	14.25	-0.13
96.15	14.33	-0.19
96.15	14.54	-0.12
96.15	14.43	0.23
95.99	14.92	0.22
96.17	15.7	0.17
96.17	16.22	0
96.41	16.53	-0.16
96.41	16.68	-0.25
97.8	16.74	-0.26
98.39	16.87	-0.4
98.39	16.89	-0.7
99.6	16.78	-0.84
99.6	16.91	-0.61
100.59	16.93	-0.23
100.91	17.1	0.09
100.87	17.02	0.28
100.87	17.07	0.36
99.71	16.97	0.36
99.71	16.72	0.33
99.38	16.64	0.06
100.35	16.81	-0.05
100.35	17.05	0.02
100.49	17.3	0.03
100.49	17.05	0.09
100.39	16.73	0.1
100.29	16.25	0.04
100.29	15.85	0.13
100.29	15.63	0.25
100.29	15.7	0.19
100.29	15.58	-0.14
99.1	15.44	-0.66
99.1	15.25	-1.09
100.54	15.24	-1.22
102.72	15.12	-1.15
102.72	14.85	-1.03
104.73	14.66	-0.91
104.73	14.56	-0.66
104.59	14.35	-0.44
104.27	14	-0.49
104.27	13.86	-0.58
103.97	13.59	-0.65
103.24	13.34	-0.58
103.24	13.19	-0.37
103.35	13.21	-0.27
103.36	13.28	-0.14
103.36	13.33	-0.11
103.58	13.4	-0.05
103.58	13.15	0.12
103.96	12.98	0.26
103.37	12.84	0.28
103.37	12.73	0.11
102.98	12.37	-0.11
102.24	12.11	-0.39
102.24	11.82	-0.52
102.24	11.88	-0.58
102.24	11.84	-0.58
102.24	11.52	-0.48
102.24	11.33	-0.34
103.27	11.26	-0.3
103.27	10.98	-0.38
103.31	10.76	-0.35
102.91	11.14	-0.37
102.91	11.23	-0.4
102.42	11.35	-0.5
102.39	11.31	-0.47
102.39	10.9	-0.52
101.62	11.11	-0.56
101.62	11.42	-0.48
101.8	11.53	-0.37
102.29	11.76	-0.21
102.29	11.81	-0.14
101.9	11.96	-0.37
101.17	11.83	-0.51
101.1	11.96	-0.66
101.1	12.25	-0.64
102.25	12.81	-0.45
102.25	13.28	-0.02
102.35	13.55	0.47
102.43	13.59	0.61
102.43	13.44	0.5
102.43	13.59	0.53
102.43	13.52	0.5
102.43	13.98	0.41
100.94	14.28	0.42
100.74	14.42	0.38
100.54	14.49	0.59
100.54	14.44	0.8
100.08	14.19	0.48
100.44	13.71	-0.06
100.44	13.68	-0.29
101.48	14.35	0.14
101.41	14.54	0.3
101.41	14.41	-0.05
101.19	14.39	-0.47
100.54	14.31	-0.67
100.54	14.01	-0.93
101.07	14.18	-0.64
101.07	14.51	0.05
97.14	14.12	0.24
95.13	13.57	0.06
95.13	13.06	-0.1
94.21	13.13	-0.17
93.34	13.19	-0.33
93.34	13.16	-0.52
94.04	13.46	-0.77
94.08	13.57	-1.03
94.08	13.45	-0.91
94.08	13.03	-0.74
94.08	12.94	-0.6
94.08	13.08	-0.75
95.04	13.57	-0.75
95.04	13.87	-0.49
93.9	13.81	-0.45
94.15	13.74	-0.48
94.15	13.99	-0.46
93.97	14.43	-0.31
93.97	14.79	-0.18
94.36	14.7	-0.11
94.36	14.7	-0.19
94.58	14.98	-0.29
94.73	15.25	-0.36
94.73	15.39	-0.25
95.14	15.49	-0.05
95.14	15.39	0.23
95.45	15.26	0.37
95.33	14.89	0.43
95.33	14.69	0.45
96.04	14.75	0.38
96.04	14.94	0.26
96.36	15.12	0.06
96.59	14.91	0.07
96.59	14.71	0.18
97.37	14.55	0.33
97.37	14.53	0.37
97.37	14.37	0.4
97.37	14.22	0.5
99.6	14.09	0.43
99.6	13.69	0.54
100.27	13.82	0.56
100.46	13.77	0.53
100.46	13.73	0.35
99.79	13.6	0.18
101.32	13.44	0.08
101.7	13.29	0.19
101.7	13.53	0.3
103.81	13.44	0.5
103.81	13.36	0.73
104.3	13.1	0.92
104.01	12.88	1.07
104.01	12.62	1.25
102.59	12.24	1.36
100.77	11.93	1.2
100.77	11.88	1.07
99.6	12.19	0.93
98.99	12.18	0.86
98.99	12.29	0.84
99.02	12.32	0.88
99.02	12.17	0.77
99.18	12.2	0.67
100.31	12.27	0.73
100.31	12.18	0.68
100.31	12	0.54
100.31	12.01	0.28
100.31	11.88	0.14
100.31	11.51	0.37
100.03	11.25	1
100.03	10.94	1.46
98.65	10.65	1.58
98.15	10.69	1.5
98.15	10.98	1.32
97.14	11.28	1.3
95.85	11.49	1.29
95.85	11.72	1.09
94.72	11.83	0.99
94.6	11.67	0.94
94.6	12.1	0.86
94.83	12.21	0.88
94.83	12.38	0.9
95.56	12.56	0.75
97.2	12.78	0.73
97.2	13.16	0.58
99.31	13.75	0.55
99.56	14.12	1.02
99.56	14.25	1.35
97.98	14.3	1.67
97.98	14.03	1.68
97.58	14.35	1.41
97.58	15.03	1.38
97.58	15.4	1.18
97.58	15.22	0.93
98.03	14.81	0.65
99.81	14.51	0.69
99.81	14.84	0.85
101.6	15.24	0.96
101.6	15.15	1.01
102.13	14.95	0.99
102.27	14.88	0.79
102.21	15.02	0.54
102.21	14.85	0.41
101.98	14.58	0.24
102.62	14.35	0.09
102.62	14.22	-0.03
103.39	14.17	-0.14
104.9	14.06	-0.3
104.9	13.81	-0.41
106.33	13.67	-0.47
106.86	13.39	-0.47
106.86	13.2	-0.55
107.52	12.84	-0.72
107.52	12.62	-0.85
106.95	12.45	-0.91
106.69	12.33	-0.82
106.69	12.08	-0.69
106.69	11.52	-0.65
106.69	11.02	-0.75
106.69	10.85	-0.87
106.69	10.69	-1
104.02	10.74	-0.9
104.02	10.44	-0.9
102.47	9.97	-0.93
101.69	9.68	-1.06
101.69	9.52	-1.36
101.25	9.37	-1.68
101.25	9.3	-1.81
100.94	9.11	-1.97
101	8.86	-1.96
101	8.69	-1.87
100.67	8.46	-1.89
100.02	8.28	-1.94
100.02	8.34	-1.94
98.96	8.57	-2
97.39	9.08	-2.13
97.39	9.18	-2.24
96.78	9.05	-2.38
95.9	8.81	-2.42
95.9	8.88	-2.44
94.98	9.11	-2.55
94.98	9.54	-2.7
94.99	9.88	-2.64
94.99	10.11	-2.47
94.99	10.58	-2.4
94.99	10.92	-2.42
93.13	11.15	-2.37
93.09	11.57	-2.41
93.09	12.25	-2.46
92.6	12.76	-2.47
92.77	13.22	-2.52
92.77	13.74	-2.5
92.68	14.17	-2.45
92.68	14.53	-2.32
93.26	14.79	-2.12
93.26	15.17	-1.99
93.01	15.45	-1.96
93.07	15.71	-1.99
93.07	16.22	-2.31
93.37	16.61	-2.77
94.15	16.52	-3.02
94.15	16.69	-3.06
96.15	16.52	-2.72
96.15	16.49	-2.3
97.15	16.42	-1.96
97.15	15.95	-1.68
95.72	15.59	-1.63
95.26	15.25	-1.58
95.26	14.94	-1.67
95.26	14.99	-1.67
95.26	14.91	-1.48
95.26	14.98	-1.26
95.26	14.99	-1.4
92.08	14.68	-1.9
92.08	14.36	-2.17
92.48	13.96	-2.11
92.53	13.59	-1.95
92.53	13.41	-1.81
91.7	13.34	-1.78
91.7	13.49	-1.72
91.59	13.68	-1.4
90.3	13.66	-1.17
90.3	13.59	-1.08
88.18	12.86	-0.95
87.39	12.12	-1.12
87.39	11.68	-1.45
88.64	11.64	-1.5
89.58	11.61	-1.25
89.58	11.41	-0.95
91.92	11.33	-0.66
92.72	11.35	-0.32
92.72	11.13	0.01
92	10.76	0.29
92	10.5	0.46
90.93	10.22	0.51
90.93	10.14	0.74
90.93	10.16	0.95
90.93	10.02	0.9
90.69	10.24	0.9
91.35	10.12	1.13
91.35	10.13	1.29
90.64	10.23	1.38
90.64	10.31	1.54
91.54	10.26	1.64
92.26	10.58	1.6
92.26	10.88	1.58
94.16	10.77	1.78
96.22	10.85	2.08
97.06	10.93	2.6
97.06	11.2	2.95
97.92	11.42	3.38
97.92	11.36	3.92
97.49	11.6	4.57
95.83	11.62	4.7
95.83	11.95	4.7
95.44	12.36	4.46
95.85	12.58	4.25
95.85	12.73	4.19
96.8	12.88	4.27
97.81	13.39	4.31
97.81	13.84	4.13
97.81	14.02	4.12
97.81	13.64	4.43
97.81	13.2	4.71
97.81	12.96	4.78
93.58	12.45	4.91
93.58	12.69	4.9
91.7	12.83	4.55
90.36	12.91	4.17
90.36	13.12	3.87
88.94	13.1	3.85
88.94	13.42	3.6
89.75	13.5	3.09
93.02	13.52	2.31
93.02	13.43	1.98
96.39	13.62	1.94
99.79	13.65	1.91
99.79	13.53	2.19
103.89	13.17	2.8
104.96	13.14	3.29
104.96	13.12	3.97
104.87	13.59	4.59
104.87	14.46	4.67
103.5	14.97	4.37
102.87	15.05	3.93
102.87	14.83	3.8
103.83	14.68	4.01
103.83	14.52	3.9
103.83	14.56	3.79
103.83	14.78	3.63
107.45	15.5	3.45
107.45	15.84	3.14
108.81	15.85	2.76
109.76	15.75	2.49
109.76	15.76	2.69
110.42	15.96	2.76
110.38	15.97	2.74
110.38	16.17	2.58
111.14	16.12	2.5
110.08	16.03	2.26
110.08	15.38	2.09
109.2	14.79	2.01
109.2	14.66	1.72
110.5	14.84	1.32
111.24	14.92	0.94
111.24	14.71	0.76
112.84	14.73	0.76
112.66	14.61	0.83
112.66	13.72	0.97
110.59	12.55	1.21
110.59	11.23	1.22
108.8	10.46	0.96
107.6	10.58	0.5
107.6	10.93	0.11
107.6	11.02	-0.03
107.6	10.64	-0.25
107.6	10.62	-0.84
107.6	10.64	-1.36
108.74	10.76	-1.6
109.2	10.61	-1.8
110.38	10.26	-1.9
110.38	10.06	-2.01
111.24	10.06	-1.83
111.71	10.01	-1.58
111.71	9.82	-1.41
111.84	9.52	-1.35
110.15	8.97	-1.54
110.15	8.51	-1.77
109.27	8.25	-1.57
109.27	8.1	-1.31
108.48	7.87	-0.95
107.5	7.53	-0.8
107.5	7.06	-1.12
104.7	6.95	-1.22
103.26	6.96	-1.14
103.26	6.88	-1.39
101.84	6.9	-1.75
101.34	7.18	-2.16
101.34	7.25	-2.6
101.33	7.42	-2.86
101.33	7.64	-3.02
101.33	7.92	-3.11
101.33	8.11	-3.01
100.63	8	-2.96
100.63	8.3	-2.96
99.98	8.67	-3.18
98.83	9.12	-3.31
98.83	9.62	-3.04
97.47	9.67	-2.81
96.15	9.98	-2.84
94.99	10.45	-2.8
94.99	10.99	-2.98
93.57	11.86	-3.21
93.57	12.33	-3.35
92.87	12.32	-3.21
91.67	12	-3.17
91.67	11.7	-3.19
90.45	11.85	-3.49
91.87	12.63	-3.63
91.87	13.71	-3.54
92.08	14.52	-3.18
92.08	14.39	-3.01
90.64	14.41	-2.95
91	14.75	-2.96
91	15.45	-3.03
92.09	16.05	-3
92.05	16.35	-2.64
92.05	16.08	-2.34
92.05	15.67	-2.5
92.05	15.87	-3.18
92.05	16.61	-3.59
92.05	17.12	-3.39
94.52	17.14	-3.18
95.65	16.71	-2.8
96.51	16.57	-2.3
96.51	16.38	-1.73
95.67	15.91	-1.42
95.67	15.37	-1.4
94.72	14.95	-1.45
94.67	14.81	-1.7
94.67	14.93	-1.81
95.48	14.73	-1.72
95.48	14.2	-1.73
97.85	13.7	-1.74
99.85	13.36	-1.76
99.85	12.58	-1.95
103.45	11.83	-1.82
104.49	11.33	-1.25
104.49	10.59	-0.8
105.18	9.74	-0.47
103.82	8.86	-0.16
103.82	7.58	-0.43
101.18	6.29	-0.75
101.18	5.43	-0.79
101.18	4.88	-0.61
101.18	4.93	-0.35
101.18	4.76	-0.56
98.92	4.29	-0.89
96.84	3.32	-0.8
95.35	2.41	-0.49
95.35	1.48	-0.23
93.04	1.1	-0.23
93.04	1.19	-0.56
92	1.84	-0.8
91.1	2.83	-0.73
91.1	3.11	-0.7
90.25	2.86	-0.67
89.58	2.96	-0.5
89.58	3.29	-0.53
89.74	3.78	-0.59
90.32	4.68	-0.57
90.32	5.62	-0.41
89.92	6.51	-0.06
89.92	6.71	0
88.91	6.91	-0.07
89.14	7.5	-0.18
89.14	8.45	-0.28
90.49	9.5	-0.38
91.06	10.12	-0.11
91.06	10.37	0.4
91.06	10.43	0.98
91.06	10.77	1.16
91.06	11.34	1.02
91.06	11.95	0.84
91.06	12.57	0.89
89.61	12.98	1.14
89.61	13	1.3
88.53	12.9	1.05
89.58	12.94	0.71
89.58	13.41	0.54
92.01	14.05	0.59
92.01	14.48	0.96
93.15	14.3	1.39
92.96	13.82	1.52
92.96	13.56	1.38
94.71	13.42	1.43
94.71	13.56	1.13
95.12	13.84	0.91
96.04	13.9	0.87
97.02	13.76	0.93
97.02	13.39	0.9
98.32	12.89	0.85
98.32	12.46	0.85
99.23	12.28	0.71
99.54	11.68	0.6
99.54	10.81	0.47
101.69	10.75	0.35
101.69	10.77	0.41
101.69	10.52	0.59
101.69	10.39	0.76
105.34	10.5	0.96
105.34	10.52	0.88
106.13	10.18	0.81
106.13	9.58	1
106.36	8.94	1.11
106.36	8.72	1.14
106.11	9.16	0.82
104.96	9.31	0.12
104.96	8.24	-0.11
102.46	6.79	0.13
100.34	5.95	0.14
100.34	5.32	0.31
99	5.28	0.27
97.59	5.45	-0.02
97.59	5.73	-0.41
96.88	5.93	-0.61
96.5	6.04	-0.55
96.5	6.39	-0.56
96.96	6.58	-0.6
98.74	6.53	-0.69
98.74	6.38	-0.63
99.41	6.31	-0.48
99.41	6.13	-0.32
99.64	5.98	0.04
99.64	5.86	0.5
99.64	5.27	0.82
99.64	4.93	0.89
99.64	5.09	0.82
95.02	5.24	0.89
93.82	5.39	0.67
93.82	5.4	0.58
94.62	5.39	0.47
94.62	5.67	0.34
96.1	5.91	0.5
97.19	6.08	0.6
97.19	6.22	0.66
98.2	6.53	0.73
98.89	7.09	1
98.89	7.35	1.39
98.76	7.47	1.65
97.44	7.92	1.95
97.44	8.58	1.99
96.37	9.35	1.89
96.37	9.4	1.78
96.17	9.64	1.74
96.17	10.13	1.8
96.16	10.18	1.99
96.9	10.04	2.26
96.9	9.82	2.3
97.44	9.9	2.39
97.56	10.4	2.66
97.56	10.75	2.87
97.56	10.7	2.9
97.56	10.51	2.83
97.56	10.41	2.69
97.59	10.29	2.6
98.06	10.51	2.67
98.06	10.7	2.56
97.89	10.64	2.24
98.14	10.72	2.22
98.14	10.72	2.4
98.47	10.89	2.49
98.61	11.04	2.18
98.61	11.17	1.85
98.7	11.33	1.75
98.47	11.39	1.55
98.47	11.5	1.44
99.05	11.35	1.23
99.05	11.09	1.08
100.36	10.86	1.15
101.59	10.63	1.48
101.59	10.79	1.8
102.65	10.79	1.81
102.65	10.85	1.71
102.44	10.95	1.66
101.55	10.77	1.63
101.55	10.59	1.59
100.85	10.68	1.42
100.85	11	0.94
100.85	11.22	0.44
100.85	11.3	0.26
100.85	11.35	0.29
104.82	11.31	0.43
104.82	11.22	0.58
105.36	11.31	0.68
104.66	11.24	0.5
104.66	11.09	0.1
104.7	11.48	-0.23
104.7	11.82	-0.33
104.44	12.11	-0.28
103.79	12.49	-0.12
103.18	12.59	-0.19
103.18	12.27	-0.4
102.17	11.95	-0.62
102.3	12.02	-0.67
102.3	12.04	-0.66
101.8	12.06	-0.67
101.65	12	-0.7
101.65	11.98	-0.72
101.02	11.87	-0.7
101	11.96	-0.9
101	12.03	-1.3
100.89	12.1	-1.49
100.89	12.03	-1.55
101.16	11.44	-1.52
101.16	10.81	-1.5
101.16	10.71	-1.38
101.48	10.85	-1.05
100.89	10.44	-0.95
